judge,dataset,group,variant,kind,n,signed_delta,ci_lo,ci_hi,mean_abs_delta
videophy2_auto,implausibench_implausible,SA,caption_echo_score_anchor_positive,superficial,150,0.03333333333333333,-0.02666666666666667,0.09333333333333334,0.14
videophy2_auto,implausibench_implausible,SA,caption_echo_authoritative_claim,superficial,150,0.4066666666666667,0.32666666666666666,0.4866666666666667,0.42
videophy2_auto,implausibench_implausible,SA,caption_echo_score_anchor_negative,superficial,150,0.03333333333333333,-0.03333333333333333,0.09333333333333334,0.15333333333333332
videophy2_auto,implausibench_implausible,SA,caption_echo_control_irrelevant,superficial,150,0.15333333333333332,0.08,0.22683333333333242,0.23333333333333334
videophy2_auto,implausibench_implausible,PC,shuffle,temporal,150,-0.10666666666666667,-0.17333333333333334,-0.04666666666666667,0.17333333333333334
videophy2_auto,implausibench_implausible,PC,reverse,temporal,150,0.006666666666666667,-0.03333333333333333,0.04666666666666667,0.06
videophy2_auto,implausibench_implausible,PC,freeze,temporal,150,0.06666666666666667,0.02666666666666667,0.11333333333333333,0.08
videophy2_auto,implausibench_implausible,PC,photometric,superficial,150,-0.006666666666666667,-0.04666666666666667,0.03333333333333333,0.06
videophy2_auto,implausibench_implausible,PC,caption_echo_rubric_vocab,superficial,150,0.2733333333333333,0.18666666666666668,0.36,0.35333333333333333
videophy2_auto,implausibench_implausible,PC,caption_echo_score_anchor_positive,superficial,150,0.23333333333333334,0.16,0.30666666666666664,0.26
videophy2_auto,implausibench_implausible,PC,caption_echo_authoritative_claim,superficial,150,0.24,0.15333333333333332,0.32666666666666666,0.32
videophy2_auto,implausibench_implausible,PC,caption_echo_score_anchor_negative,superficial,150,0.12,0.04,0.2,0.22666666666666666
videophy2_auto,implausibench_implausible,PC,caption_echo_control_irrelevant,superficial,150,0.3,0.20666666666666667,0.3933333333333333,0.4066666666666667
